Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,nicotine_strength (product.metafields.custom.nicotine_strength),Showcase - Best Seller (product.metafields.custom.showcase_best_seller),Showcase - Featured (product.metafields.custom.showcase_featured),Showcase - Hero Accessories (product.metafields.custom.showcase_hero_accessories),Showcase - Hero CBD (product.metafields.custom.showcase_hero_cbd),Showcase - Hero Devices (product.metafields.custom.showcase_hero_devices),Showcase - Hero Disposables (product.metafields.custom.showcase_hero_disposables),Showcase - Hero E-Liquids (product.metafields.custom.showcase_hero_eliquids),Showcase - Hero Nicotine Pouches (product.metafields.custom.showcase_hero_nicotine_pouches),Showcase - Hero Pods/Coils (product.metafields.custom.showcase_hero_pods_coils),Showcase - New Arrival (product.metafields.custom.showcase_new_arrival),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),E-liquid variety (product.metafields.shopify.e-liquid-variety),VG/PG ratio (product.metafields.shopify.vg-pg-ratio),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
25mg-camo-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289728.webp?v=1763954480,7,267289728.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12mg-poke-freeze-mint-nicotine-pouches-20-pouches,12mg Poke Freeze Mint Nicotine Pouches - 20 Pouches,"Enhance your nicotine experience with our 12mg Poke Freeze Mint Nicotine Pouches. Made with a refreshing mint flavour, these pouches provide a satisfying and unique way to consume nicotine without the hassle of smoke or vapour. Each pack contains 20 convenient pouches, making it easy to enjoy a quick nicotine solution on-the-go.  Experience the icy-cool sensation of Poke Freeze Mint and savour a refreshing moment throughout your day.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 12mg Per Pouch</li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
<li data-mce-fragment=""1"">Tobacco-free, smoke-free and vapour-free</li>
<li data-mce-fragment=""1"">Freeze Mint Flavouring</li>
</ul>
<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.",Poke,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"12mg, ice, nic_strength=12, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,EE0034X0496,31.7514659,shopify,0,deny,manual,3.2,4,TRUE,TRUE,,,,,5744000041568,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289018.webp?v=1763954191,1,267289018.webp,FALSE,12mg Poke Freeze Mint Nicotine Pouches - 20 Pouches,"Buy Poke Poke Freeze Mint 12mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EE0034X0496,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"poke, 12mg, 12 mg, mint, freeze, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289018.webp?v=1763954191,lb,,2,active
16mg-kurwa-collection-nicotine-pouches-20-pouches,16mg Kurwa Collection Nicotine Pouches - 20 Pouches,"<p>Introducing the 16mg Kurwa Collection Nicotine Pouches - a premium selection of 20 pouches, expertly crafted for those who crave a satisfying and smoke-free nicotine experience. Each pouch contains a moderate 16mg dose of nicotine, perfect for both beginners and seasoned users. Carefully made with high-quality ingredients, these pouches provide a smooth and consistent release of nicotine, delivering long-lasting satisfaction throughout the day. Discreet and convenient, they can be enjoyed in any setting without disturbing others. Simply place a pouch between your gum and lip to savour the curated flavours and feel the invigorating effects of nicotine. Whether you want to reduce smoking or prefer a healthier alternative, the 16mg Kurwa Collection Nicotine Pouches are the right choice for a fulfilling and enjoyable experience. Elevate your nicotine experience with this premium collection, designed to satisfy even the most discerning users who value quality and satisfaction above all. <strong data-mce-fragment=""1""><br><br><br>Specifications:</strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 16mg Per Gram </li>
<li data-mce-fragment=""1"">Moderate Strength<br>
</li>
<li data-mce-fragment=""1"">No Tobacco </li>
<li data-mce-fragment=""1"">Slim Pouch </li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 20 pouches<br>
</li>
</ul>
<p><strong>Direction of Use:</strong> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>Flavour: <br></strong></p>
<ul>
<li>Just Berries Forest Berries</li>
<li>⁠Purple Grape Blackcurrant</li>
<li>Pina Colada Mango</li>
<li>Kiwi Apple </li>
<li>Strawberry Gum <br>
</li>
<li>Frost Ice </li>
<li>Mango Raspberry </li>
<li>Cola Cherry Vanilla </li>
<li>Raspberry Strawberry <br><br>
</li>
</ul>
<p><br></p>
<p><!----><br></p>
<!----><!---->",Kurwa,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"16mg, fruity, ice, nic_salt, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Frost Ice,,,,,,,,EH0068X0510,31.7514659,shopify,0,deny,manual,3.04,3.8,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289766.webp?v=1763954101,1,267289766.webp,FALSE,16mg Kurwa Collection Nicotine Pouches - 20 Pouches,"Buy Kurwa Kurwa Collection 16mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EH0068X0510,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"kurwa, 16mg, 16 mg, nicotine pouches, nic pouches, tobacco free",,lb,,1.9,active
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,Mango Raspberry,,,,,,,,EH0069X0510,31.7514659,shopify,0,deny,manual,3.04,3.8,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289767.webp?v=1763954101,2,267289767.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.9,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289768.webp?v=1763954101,3,267289768.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289769.webp?v=1763954102,4,267289769.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289770.webp?v=1763954102,5,267289770.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289771.webp?v=1763954102,6,267289771.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289772.webp?v=1763954103,7,267289772.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289773.webp?v=1763954104,8,267289773.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289774.webp?v=1763954104,9,267289774.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16mg-kurwa-collection-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289775.webp?v=1763954104,10,267289775.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,24mg Muse Nicotine Pouches (UK Made) - 20 Pouches (Buy 2 Get 1 Free),"<h3>
<span><span style=""color: #20a933;""><strong>SALE OR RETURN GUARANTEE</strong></span> </span><span>available for this product!</span><br><strong>Return within 120 days if unsold (<span style=""color: #00aaff;""><a style=""color: #00aaff;"" href=""https://jm-wholesale.co.uk/pages/sale-or-return-guarantee"" target=""_blank"">see terms</a></span>)</strong><br>
</h3>
<h3><strong><b><i>Limited Time Offer: Buy 2 Get 1 Free</i></b></strong></h3>
<h3>First UK Made Nicotine Pouch Brand!  </h3>
<h4><strong>Tobacco Free &amp; Sugar Free!</strong></h4>
<p>Discover the ultimate in nicotine satisfaction with Muse Nicotine Pouches - now available in a powerful 24mg strength. Each tin contains 20 pouches, offering a convenient and discreet way to enjoy nicotine without the drawbacks of smoke, vapor, or tobacco. With two exciting ranges to choose from, Muse caters to diverse preferences. The Original range features classic and bold flavours, such as Cola Ice for a refreshing fizzy kick or Iron Brew for a unique and nostalgic taste. Looking for something more adventurous? The Mix range offers vibrant and fruity flavours like Kiwi Passion Guava or Blue Razz Lemonade. These tobacco-free and smoke-free pouches are perfect for on-the-go use, providing a satisfying nicotine experience with a variety of flavours to suit every palate. Simply place a pouch between your lip and gum for a discreet and effective nicotine delivery - making Muse the ideal modern alternative for traditional nicotine products.<br><br></p>
<p><strong>Specifications:</strong><br></p>
<ul>
<li>Strength: 24mg Per Gram</li>
<li>Doses: 20 pouches</li>
<li>Recyclable Packaging</li>
<li>Sugar-Free <br>
</li>
<li>Tobacco-free, smoke-free and vapour-free</li>
<li>Multiple Flavours to Choose From </li>
<li>First UK Made Nicotine Pouch Brand! </li>
<li>Free From Harsh Chemicals </li>
<li>Long Lasting Flavour</li>
<li>Slow-releasing Fast-acting nicotine<br><br>
</li>
</ul>
<p><strong>Flavour Ranges: </strong></p>
<p><strong><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Mix</span></span></strong></p>
<ul>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Kiwi Passion Guava </span></span></li>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Orange Mango </span></span></li>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Strawberry Raspberry Cherry </span></span></li>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Tropical</span></span></li>
<li>
<span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Blue Razz Lemonade</span></span><br>
<div class=""_GridWrapper_1fghh_57"">
<div><br></div>
</div>
<span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm""></span></span>
</li>
</ul>
<p><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm""><strong>Original </strong><br></span></span></p>
<ul>
<li>
<span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Cola Ice</span></span><span class=""Polaris-Badge""></span>
</li>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Cool Mint</span></span></li>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Creamy Coffee</span></span></li>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Iron Brew</span></span></li>
<li><span class=""Polaris-Badge""><span class=""Polaris-Text--root Polaris-Text--bodySm"">Liquorice</span></span></li>
</ul>
<p><br><strong>Direction of Use:</strong> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.<br><br></p>
<!---->",Muse,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, beverages, candy/sweets, cereal, desserts/bakery, fruity, ice, nic_strength=24, nicotine_pouches, parse_attributes_0, pouch, tobacco, traditional_nicotine",TRUE,Flavour,Blue Razz Lemonade,,,,,,,,Z7987,31.7514659,shopify,4841,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203247,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289689.webp?v=1763953488,1,267289689.webp,FALSE,24mg Muse Nicotine Pouches (UK Made) - 20 Pouches (Buy 2 ...,"Buy Muse Muse (UK Made) 24mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,Z7987,new,FALSE,,,,,,24mg,TRUE,,,,,,,,,,,,,,,,"muse, 24mg, 24 mg, nicotine pouches, nic pouches, tobacco free",,lb,,2,active
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Kiwi Passion Guava,,,,,,,,Z7983,31.7514659,shopify,4814,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203223,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289690.webp?v=1763953489,2,267289690.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Cola Ice,,,,,,,,Z7979,31.7514659,shopify,4910,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203193,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289691.webp?v=1763953489,3,267289691.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Orange Mango,,,,,,,,Z7984,31.7514659,shopify,4826,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203254,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289692.webp?v=1763953490,4,267289692.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Cool Mint,,,,,,,,Z7968,31.7514659,shopify,4739,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203162,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289693.webp?v=1763953491,5,267289693.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Tropical,,,,,,,,Z7986,31.7514659,shopify,4838,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203216,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289694.webp?v=1763953491,6,267289694.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Iron Brew,,,,,,,,Z7981,31.7514659,shopify,523,deny,manual,3.2,4,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289695.webp?v=1763953491,7,267289695.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289699.webp?v=1763953496,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Creamy Coffee,,,,,,,,Z7980,31.7514659,shopify,4888,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203186,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289696.webp?v=1763953492,8,267289696.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Liquorice,,,,,,,,Z7982,31.7514659,shopify,4891,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203179,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289697.webp?v=1763953492,9,267289697.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,Strawberry Rapsberry Cherry,,,,,,,,Z7985,31.7514659,shopify,4748,deny,manual,3.2,4,TRUE,TRUE,,,,,5056754203230,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289698.webp?v=1763953492,10,267289698.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2,
24mg-muse-nicotine-pouches-uk-made-20-pouches-buy-2-get-1-free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289699.webp?v=1763953496,11,267289699.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14mg-vito-nicotine-pouches-20-pouches,14mg VITO Nicotine Pouches - 20 Pouches,"<p><meta charset=""UTF-8""><span>VITO Nicotine Pouches 14mg provide a stronger nicotine hit for those who prefer a more intense experience. Each pouch contains 14mg of nicotine, offering a robust and smooth delivery in a slim, comfortable pouch that sits discreetly under the lip. Tobacco-free and odorless, these pouches enable users to enjoy nicotine satisfaction without smoke, ash, or lingering smells. Perfect for adult nicotine consumers looking for a potent yet convenient alternative, VITO 14mg pouches combine strength with discretion and ease of use.</span><br></p>
<p><strong>Specifications:</strong></p>
<ul>
<li><span>Nicotine Strength: 14mg</span></li>
<li><span>20 Pouches</span></li>
<li><span>Tobacco Free</span></li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Berry Frost</li>
<li>Classic Tobacco</li>
<li>Freeze Mint<br>
</li>
<li>Tropical Mango</li>
<li>Watermelon<span></span>
</li>
</ul>",VITO,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"14mg, fruity, ice, nic_salt, nic_strength=14, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Flavour,Watermelon,,,,,,,,AH0173X0529,31.7514659,shopify,158,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289986.webp?v=1763953453,1,267289986.webp,FALSE,14mg VITO Nicotine Pouches - 20 Pouches,"Buy VITO VITO 14mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AH0173X0529,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"vito, 14mg, 14 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289990.webp?v=1763953463,lb,,1.6,active
14mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Tropical Mango,,,,,,,,AH0176X0529,31.7514659,shopify,156,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289987.webp?v=1763953460,2,267289987.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289989.webp?v=1763953461,lb,,1.6,
14mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Classic Tobacco,,,,,,,,AH0174X0529,31.7514659,shopify,75,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289988.webp?v=1763953462,3,267289988.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289988.webp?v=1763953462,lb,,1.6,
14mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Freeze Mint,,,,,,,,AH0175X0529,31.7514659,shopify,139,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289989.webp?v=1763953461,4,267289989.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289991.webp?v=1763953458,lb,,1.6,
14mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Berry Frost,,,,,,,,AH0172X0529,31.7514659,shopify,159,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289990.webp?v=1763953463,5,267289990.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289987.webp?v=1763953460,lb,,1.6,
14mg-vito-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289991.webp?v=1763953458,6,267289991.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eos-12mg-medium-nicotine-pouches-20-pouches,EOS 12mg Medium Nicotine pouches - 20 Pouches,"<p>Experience the perfect balance of flavour and nicotine satisfaction with EOS 12mg Medium Nicotine Pouches. This pack contains 20 slim pouches, each delivering a consistent 12mg nicotine hit, ideal for those seeking a moderate nicotine experience. Crafted by the renowned Swiss company Empire of Snus, EOS pouches are designed to provide a tobacco-free alternative that prioritizes both pleasure and health. Simply place a pouch between your gum and lip to enjoy a steady release of nicotine, with no smoke, vapour, or mess. Whether you're looking to reduce your tobacco intake or enjoy a discreet and convenient nicotine option, EOS 12mg Medium Nicotine Pouches offers a premium solution that fits seamlessly into your lifestyle. <strong><br><br><br>Specifications:</strong></p>
<ul>
<li>Strength: 12mg Per Gram <br>
</li>
<li>Medium Strength<br>
</li>
<li>No Tobacco <br>
</li>
<li>Slim Pouch <br>
</li>
<li>Weight: 30g</li>
<li>Doses: 20 pouches</li>
</ul>
<p><br><strong>Direction of Use: </strong>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</p>
<p><strong>Flavour: </strong></p>
<ul>
<li>Mint <br>
</li>
<li>Orange <br>
</li>
<li>Blueberry </li>
</ul>
<!----><!---->",EOS,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"12mg, fruity, ice, nic_strength=12, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Orange,,,,,,,,EH0159Z0146,31.7514659,shopify,164,deny,manual,5.6,7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289496.webp?v=1763953417,1,267289496.webp,FALSE,EOS 12mg Medium Nicotine pouches - 20 Pouches | Nicotine ...,"Buy EOS EOS Medium 12mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EH0159Z0146,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"eos, 12mg, 12 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289498.webp?v=1763953424,lb,,3.5,active
eos-12mg-medium-nicotine-pouches-20-pouches,,,,,,,,,Ice Mint,,,,,,,,EH0156Z0146,31.7514659,shopify,194,deny,manual,5.6,7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289497.webp?v=1763953423,2,267289497.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289497.webp?v=1763953423,lb,,3.5,
eos-12mg-medium-nicotine-pouches-20-pouches,,,,,,,,,Ice Blueberry,,,,,,,,EH0162Z0146,31.7514659,shopify,191,deny,manual,5.6,7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289498.webp?v=1763953424,3,267289498.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289499.webp?v=1763953421,lb,,3.5,
eos-12mg-medium-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289499.webp?v=1763953421,4,267289499.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
